,picture,href,sex,category
1,//mumusk.co.kr/web/product/medium/202007/b7a8e60d22fad9d5f09e286ffaa25f27.jpg,https://mumusk.co.kr/product/%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8%EB%95%80%EB%B3%B5-%EB%9F%B0%EC%A7%91-%EC%98%90%EB%A1%9C%EC%9A%B0-sb3001/62/category/42/display/1/,남,상
2,//mumusk.co.kr/web/product/medium/202007/dfc083b3bc16b757644ffc0d832ba551.gif,https://mumusk.co.kr/product/%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8-%EB%95%80%EB%B3%B5-%EB%9F%B0%EC%A7%91-%ED%9B%84%EB%94%94-%EC%99%80%EC%9D%B8-%EC%9E%90%EC%BC%93-sb3001/61/category/42/display/1/,남,상
3,//mumusk.co.kr/web/product/medium/20200204/e179fd1141eeb90b838c0de8ca5b7931.jpg,https://mumusk.co.kr/product/%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8-%EB%95%80%EB%B3%B5-%EB%9F%B0%EC%A7%91-%ED%9B%84%EB%94%94-%EC%9E%90%EC%BC%93-%EB%84%A4%EC%9D%B4%EB%B9%84/52/category/42/display/1/,남,상
4,//mumusk.co.kr/web/product/medium/20200204/e179fd1141eeb90b838c0de8ca5b7931.jpg,https://mumusk.co.kr/product/%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8-%EB%95%80%EB%B3%B5-%EB%9F%B0%EC%A7%91-%ED%9B%84%EB%94%94-%EC%9E%90%EC%BC%93-%EB%B8%94%EB%9E%99/51/category/42/display/1/,남,상
5,//mumusk.co.kr/web/product/medium/20191209/2e693e7699d26d40be46605e9cd3d7f2.jpg,https://mumusk.co.kr/product/%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8-%EB%95%80%EB%B3%B5-%EB%B8%94%EB%9E%91-%EC%9E%90%EC%BC%93/22/category/42/display/1/,남,상
6,//mumusk.co.kr/web/product/medium/202007/ca8580a27600df05f9218def833a8c52.jpg,https://mumusk.co.kr/product/%EB%95%80%EB%B3%B5-%EB%B0%94%EC%A7%80-%EC%9B%9C%EC%97%85-%ED%8C%AC%EC%B8%A0-m2011/28/category/42/display/1/,남,하
7,//mumusk.co.kr/web/product/medium/20200526/1b83508bcb83d25784c797a782f22c10.jpg,https://mumusk.co.kr/product/%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8%EB%95%80%EB%B3%B5-%EB%9F%B0%EC%A7%91-%ED%9B%84%EB%94%94-m2001/17/category/42/display/1/,남,상
8,//mumusk.co.kr/web/product/medium/20200518/a3e70f3725c08f6f3013632a7e27cbf2.jpg,https://mumusk.co.kr/product/%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8%EB%95%80%EB%B3%B5-%EB%9F%B0%EC%A7%91-%EC%98%90%EB%A1%9C%EC%9A%B0-sb3001/60/category/43/display/1/,여,상
9,//mumusk.co.kr/web/product/medium/20200318/ebc11236e1c5fa3516d608bf73ded26a.jpg,https://mumusk.co.kr/product/%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8-%EB%95%80%EB%B3%B5-%EB%9F%B0%EC%A7%91-%ED%9B%84%EB%94%94-%EC%9E%90%EC%BC%93-%EC%99%80%EC%9D%B8/54/category/43/display/1/,여,상
10,//mumusk.co.kr/web/product/medium/202008/2caf1ab6dff3484cc662925f21352c3b.jpg,https://mumusk.co.kr/product/%EC%97%AC%EC%84%B1%EB%95%80%EB%B3%B5-%ED%8B%B4-%EC%9B%9C%EC%97%85-%EC%9E%90%EC%BC%93-sb3003/45/category/43/display/1/,여,상
